PG.Genes,PG.ProteinGroups,PG.ProteinDescriptions,PG.Coverage,PG.Qvalue,QC_Omar_DIA_20260211_Pool_01_R01_S1-B10_1_9120.PG.Quantity,QC_Omar_DIA_20260211_Pool_02_R10_S1-B11_1_9129.PG.Quantity,QC_Omar_DIA_20260211_Pool_03_R19_S1-B12_1_9138.PG.Quantity,alpha_Omar_DIA_20260211_A01_R16_S1-B2_1_9135.PG.Quantity,alpha_Omar_DIA_20260211_A02_R03_S1-A2_1_9122.PG.Quantity,alpha_Omar_DIA_20260211_A03_R06_S1-A5_1_9125.PG.Quantity,alpha_Omar_DIA_20260211_A04_R18_S1-B4_1_9137.PG.Quantity,alpha_Omar_DIA_20260211_A05_R17_S1-B3_1_9136.PG.Quantity,alpha_Omar_DIA_20260211_A06_R05_S1-A4_1_9124.PG.Quantity,alpha_Omar_DIA_20260211_A07_R13_S1-A11_1_9132.PG.Quantity,alpha_Omar_DIA_20260211_A08_R12_S1-A10_1_9131.PG.Quantity,beta_Omar_DIA_20260211_B01_R14_S1-A12_1_9133.PG.Quantity,beta_Omar_DIA_20260211_B02_R08_S1-A7_1_9127.PG.Quantity,beta_Omar_DIA_20260211_B03_R04_S1-A3_1_9123.PG.Quantity,beta_Omar_DIA_20260211_B05_R09_S1-A8_1_9128.PG.Quantity,beta_Omar_DIA_20260211_B06_R15_S1-B1_1_9134.PG.Quantity,beta_Omar_DIA_20260211_B07_R11_S1-A9_1_9130.PG.Quantity,beta_Omar_DIA_20260211_B08_R07_S1-A6_1_9126.PG.Quantity,beta_Omar_DIA_20260211_B09_R02_S1-A1_1_9121.PG.Quantity
GELS_HUMAN,P06396,Gelsolin,10.7%;10.7%,0.0,37.7896194458007,36.4805870056152,35.2677879333496,17.0776004791259,14.9206171035766,15.5627660751342,23.6434860229492,23.6629486083984,35.3706359863281,25.6476211547851,27.9121265411376,40.9543075561523,41.2756805419921,28.297004699707,33.2331466674804,52.1668357849121,61.3164329528808,46.4206237792968,62.0302505493164
GFPT1_HUMAN,Q06210,Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1,0,0.00249376558603491,5.43217229843139,,2.85814595222473,,8.59730148315429,,,,4.44299411773681,,,,,6.31382369995117,,7.61249876022338,4.72254657745361,4.6508846282958896,7.45266675949096
GGCT_HUMAN,O75223,Gamma-glutamylcyclotransferase,0.069,0.0,,5.14592599868774,3.7502589225769,4.34016036987304,2.31862020492553,1.79218280315399,17.8335723876953,,5.50621843338012,5.83978414535522,3.38607859611511,5.18540096282959,2.20314240455627,4.54722166061401,9.00341892242431,2.89445686340332,4.55646181106567,5.00511980056762,
GGH_HUMAN,Q92820,Gamma-glutamyl hydrolase,0,0.0,,2.64904856681823,17.9221687316894,,13.0902051925659,,10.2377157211303,5.14607238769531,7.14237833023071,,2.15985584259033,,5.44226503372192,5.71391057968139,,3.35548162460327,4.25962209701538,9.06314849853515,2.67788648605346
GGYF2_HUMAN,Q6Y7W6,GRB10-interacting GYF protein 2,0.043,0.0,6.83861494064331,4.91826820373535,4.49014568328857,11.651741027832,6.63824653625488,5.31475734710693,9.9668378829956,5.20999670028686,6.29281044006347,10.3638019561767,3.8758201599121,5.48215961456298,5.54462194442749,8.17463207244873,7.78192949295043,5.8358826637268,6.35091209411621,4.6897382736206,6.62931489944458
GLGB_HUMAN,Q04446,"1,4-alpha-glucan-branching enzyme",0.024,0.0,3.89050698280334,3.64044904708862,4.24487352371215,4.48699378967285,13.0295877456665,18.5607318878173,6.72722101211547,21.6732082366943,5.04292058944702,8.70782566070556,4.59485673904418,,5.9477252960205,8.52906131744384,6.13277339935302,6.89014720916748,9.42041301727295,20.121259689331,6.84542179107666
GLRX1_HUMAN,P35754,Glutaredoxin-1,0.123,0.00696594427244582,,,,4.7011375427246,,2.96047043800354,9.04464149475097,7.06399059295654,,1.09869110584259,3.66151118278503,9.90585136413574,,4.66183423995971,2.90754747390747,,6.80149602890014,10.6954612731933,2.5430269241333
GLYM_HUMAN,P34897,"Serine hydroxymethyltransferase, mitochondrial",0.111,0.0,,5.04340457916259,4.95079374313354,8.7449140548706,5.2531247138977,4.72805786132812,5.66928434371948,5.44620561599731,4.56394624710083,4.72786331176757,8.84980201721191,4.71000719070434,,3.79768061637878,5.88021183013916,8.40372371673584,4.51235818862915,5.5841121673583896,3.9375422000885
GLYR1_HUMAN,Q49A26,Cytokine-like nuclear factor N-PAC,0.054,0.0,8.32591342926025,4.60864162445068,12.0908889770507,6.33234643936157,12.5559558868408,9.68055248260498,9.95332813262939,11.7558298110961,9.04289436340332,11.1931724548339,10.1747245788574,5.92128276824951,11.494794845581,8.12857246398925,9.08912754058837,4.76741695404052,12.1886234283447,8.64554405212402,9.77941608428955
GNAI2_HUMAN,P04899,Guanine nucleotide-binding protein G(i) subunit alpha-2,0.194,0.0,12.9505987167358,10.1257591247558,8.85780429840087,6.60133743286132,1.99559783935546,5.87632513046264,8.11588859558105,6.02799940109252,8.04833316802978,5.63338994979858,10.2926044464111,8.14000034332275,10.7410135269165,4.8905701637268,7.46605014801025,7.30458688735961,13.3936834335327,9.23312854766845,12.6309309005737
GNL1_HUMAN,P36915,Guanine nucleotide-binding protein-like 1,0,0.00325732899022801,,,,,,,,,3.71796417236328,,,,,,4.35860395431518,,2.93028473854064,,
GNL3_HUMAN,Q9BVP2,Guanine nucleotide-binding protein-like 3,0.093,0.0,11.2104597091674,17.6048488616943,16.5076465606689,6.9813437461853,18.9645061492919,13.8853073120117,10.2445487976074,16.3094310760498,16.4329166412353,14.6793937683105,11.9554901123046,19.5662231445312,9.2944049835205,14.8676137924194,16.8095703125,20.2122173309326,18.1420841217041,16.7401714324951,20.3696498870849
GNPTA_HUMAN,Q3T906,N-acetylglucosamine-1-phosphotransferase subunits alpha/beta,0,0.00696594427244582,7.74751567840576,3.52748894691467,,,,,,9.17021465301513,2.13598680496215,,3.52943181991577,7.65508985519409,,8.97542476654052,8.10089111328125,,5.59060096740722,4.29028129577636,1.57834815979003
GNS_HUMAN,P15586,N-acetylglucosamine-6-sulfatase,0.045,0.0,,1.26180696487426,6.19985198974609,9.09674644470214,2.56088495254516,,2.36780381202697,,2.10337090492248,4.07196140289306,,,,1.48439705371856,,,1.23747205734252,,4.62620067596435
GPTC4_HUMAN,Q5T3I0,G patch domain-containing protein 4,0.016,0.0,,,1.88448750972747,,,,2.27101469039917,3.78679394721984,1.65466952323913,2.1247215270996,2.25128746032714,,3.99727702140808,1.63506412506103,1.28860068321228,3.77237081527709,1.13505673408508,2.8702688217163,3.97237873077392
GRN_HUMAN,P28799,Progranulin,0.272,0.0,100.638969421386,93.4378967285156,92.2796936035156,115.158897399902,112.097549438476,124.752906799316,82.7929382324218,119.389976501464,88.8992614746093,119.54515838623,102.822402954101,131.739486694335,101.1529006958,123.681205749511,114.323066711425,102.657218933105,60.804702758789,93.3630142211914,99.8255233764648
GRP75_HUMAN,P38646,"Stress-70 protein, mitochondrial",0.511,0.0,370.325927734375,411.991638183593,443.314727783203,504.567413330078,497.153533935546,506.818206787109,442.467041015625,547.567199707031,403.228302001953,534.031188964843,463.817321777343,415.203002929687,437.640197753906,469.850982666015,383.100524902343,411.121520996093,354.938659667968,399.628509521484,468.378143310546
GRPE1_HUMAN,Q9HAV7,"GrpE protein homolog 1, mitochondrial",0.161,0.0,3.85951590538024,3.466233253479,8.58030796051025,4.3972954750061,5.72532224655151,7.244149684906,10.4979543685913,9.40660381317138,7.03884696960449,7.68969249725341,5.46990489959716,4.00425577163696,4.7334132194519,5.98749685287475,5.93174934387207,6.45849752426147,5.13544130325317,6.19531393051147,6.89401817321777
GRSF1_HUMAN,Q12849,G-rich sequence factor 1,0.252,0.0,9.25463390350341,9.46075820922851,9.41324138641357,10.842885017395,9.22625064849853,14.7028350830078,9.3296422958374,12.1065235137939,9.96177101135253,7.83422327041626,10.9899082183837,9.46121883392334,9.01419830322265,9.443772315979,11.980598449707,6.61502075195312,9.54226970672607,8.5380163192749,12.4075059890747
GRWD1_HUMAN,Q9BQ67,Glutamate-rich WD repeat-containing protein 1,0.036,0.0,5.93019914627075,11.6661930084228,5.45002079010009,20.6485080718994,9.99338722229003,5.81416130065918,7.17153549194335,16.2818012237548,9.37725925445556,8.54668998718261,15.677936553955,15.7377786636352,10.800326347351,13.2855682373046,12.9142370223999,17.2525901794433,11.217698097229,9.98858642578125,13.6099166870117
GSDMA_HUMAN,Q96QA5,Gasdermin-A,0,0.0,4.02683496475219,3.24276494979858,1.36361753940582,,3.57124710083007,,8.74842071533203,,5.12649154663085,2.81410813331604,1.03483438491821,5.27668905258178,5.47898006439209,7.87339162826538,1.89924812316894,0.873249411582946,3.19461202621459,6.02285861968994,2.48894953727722
GST2_HUMAN;GSTT2_HUMAN,P0CG29;P0CG30,Glutathione S-transferase theta-2;Glutathione S-transferase theta-2B,11.9%;11.9%,0.0,,4.89354228973388,9.94819068908691,11.299991607666,,3.22709846496582,,6.40783357620239,5.10347747802734,7.1895751953125,3.84066081047058,6.54878616333007,,5.39781045913696,3.98258781433105,4.47068500518798,11.5750370025634,4.20590496063232,9.01243209838867
GSTM1_HUMAN;GSTM2_HUMAN;GSTM4_HUMAN,P09488;P28161;Q03013,Glutathione S-transferase Mu 1;Glutathione S-transferase Mu 2;Glutathione S-transferase Mu 4,6%;6%;6%,0.0,,,1.06676387786865,4.18158674240112,,,,,,,2.49261474609375,,,2.61277866363525,2.73572707176208,,,,
GSTM3_HUMAN,P21266,Glutathione S-transferase Mu 3,0.12,0.0,,6.90794324874877,6.15555095672607,4.39430618286132,6.25278615951538,4.5785436630249,10.8484859466552,6.4995846748352,2.70749402046203,4.69780015945434,7.49132013320922,3.5695252418518,4.62956476211547,5.34465646743774,4.98862791061401,8.27076530456543,4.94722652435302,4.45590496063232,3.97644019126892
GSTP1_HUMAN,P09211,Glutathione S-transferase P,0%;0%,0.00770416024653312,,,,,,,8.89814281463623,,25.572280883789,,,,,,,,10.2910890579223,,
GTF2I_HUMAN,P78347,General transcription factor II-I,0.621,0.0,665.03662109375,751.15185546875,719.199523925781,752.635070800781,837.593017578125,742.641723632812,729.753479003906,965.953308105468,724.806396484375,876.739685058593,715.936401367187,757.013977050781,707.819580078125,1004.5634765625,902.684692382812,821.670593261718,709.950500488281,784.253051757812,729.032043457031
GTPB1_HUMAN,O00178,GTP-binding protein 1,0.034,0.0,,4.55352878570556,6.33624696731567,3.29639601707458,6.18719387054443,3.09281873703002,2.37081265449523,7.53238916397094,4.71239423751831,4.53182172775268,5.10465240478515,6.17540121078491,4.14618301391601,7.24262475967407,,3.98167300224304,3.51650285720825,3.63446497917175,3.08558177947998
GTPB6_HUMAN,O43824,Putative GTP-binding protein 6,0.045,0.0,,3.63655138015747,3.9700288772583,8.15170669555664,,5.58247232437133,6.88896560668945,4.43730497360229,4.33091974258422,5.84358978271484,4.27292346954345,4.498619556427,5.99839067459106,5.56159114837646,7.59943532943725,,7.01704120635986,2.16262602806091,1.36825799942016
H10_HUMAN,P07305,Histone H1.0,0.165,0.0,7.65862846374511,8.14120864868164,11.5519218444824,10.6583156585693,12.1318807601928,18.4164543151855,5.72558069229126,8.25715637207031,8.25981521606445,5.47028684616088,11.116639137268,7.37913703918457,8.08708763122558,7.55864143371582,6.26056861877441,7.42115783691406,6.89075183868408,4.77747106552124,8.16604423522949
H11_HUMAN,Q02539,Histone H1.1,0.051,0.0,,7.22577714920043,7.88059091567993,8.19477653503418,11.8759107589721,5.1910548210144,3.90748310089111,10.9337844848632,,5.56138467788696,20.0068473815917,7.50940084457397,9.495285987854,7.57218027114868,8.49178028106689,6.57951211929321,8.02707576751709,5.67937517166137,6.16136884689331
H12_HUMAN,P16403,Histone H1.2,0.075,0.0,654.394409179687,131.993713378906,485.631195068359,652.847229003906,203.611404418945,165.38980102539,516.405151367187,142.549102783203,453.941467285156,440.050323486328,245.354110717773,177.981323242187,558.854309082031,235.702651977539,146.245635986328,155.479278564453,148.452835083007,148.65559387207,104.229995727539
H13_HUMAN,P16402,Histone H1.3,0.231,0.0,1655.26342773437,1752.08471679687,1863.40234375,2286.38916015625,2310.91235351562,2222.52563476562,1869.23779296875,2206.62817382812,2119.63720703125,1780.29418945312,2862.12475585937,1736.5771484375,2138.99096679687,2248.34204101562,2052.49877929687,2012.44653320312,1411.93835449218,1764.83422851562,1759.03076171875
H15_HUMAN,P16401,Histone H1.5,0.226,0.0,421.835479736328,430.548522949218,549.322387695312,613.45703125,585.682067871093,490.066040039062,445.953125,490.122161865234,442.309814453125,416.88150024414,631.914733886718,512.498962402343,522.074096679687,583.323303222656,435.820587158203,487.141326904296,403.391204833984,455.05728149414,412.552185058593
H1X_HUMAN,Q92522,Histone H1.10,0.315,0.0,70.4140014648437,84.124397277832,83.3465042114257,105.873512268066,107.621383666992,102.436553955078,83.8265838623046,117.545684814453,81.8299102783203,113.591812133789,73.4957733154296,91.6553955078125,85.8898162841796,109.307090759277,79.2389526367187,81.8690795898437,86.3912887573242,79.4644241333007,77.0494384765625
H2A1B_HUMAN;H2A1_HUMAN;H2A1D_HUMAN;H2A3_HUMAN;H2A1C_HUMAN;H2A1H_HUMAN;H2A1J_HUMAN;H2AJ_HUMAN,P04908;P0C0S8;P20671;Q7L7L0;Q93077;Q96KK5;Q99878;Q9BTM1,Histone H2A type 1-B/E;Histone H2A type 1;Histone H2A type 1-D;Histone H2A type 3;Histone H2A type 1-C;Histone H2A type 1-H;Histone H2A type 1-J;Histone H2A.J,32.3%;32.3%;32.3%;32.3%;32.3%;32.8%;32.8%;32.6%,0.0,1162.79663085937,1266.98864746093,1181.99609375,727.384033203125,656.403198242187,796.526062011718,835.931579589843,1126.10913085937,950.645751953125,1494.70678710937,4778.03515625,822.969299316406,760.538757324218,793.366149902343,1192.64001464843,995.546813964843,1333.53234863281,1298.25048828125,1227.99169921875
H2A2B_HUMAN,Q8IUE6,Histone H2A type 2-B,0,0.0,,15.5419855117797,14.8200788497924,,10.462866783142,,,16.0218601226806,11.0125522613525,7.55197763442993,31.082555770874,13.26593875885,8.3576078414917,16.1579399108886,8.93348121643066,4.81228494644165,14.6232967376708,12.5109996795654,11.8029870986938
H2AY_HUMAN,O75367,Core histone macro-H2A.1,0.222,0.0,29.6697731018066,31.422607421875,34.445327758789,15.7373256683349,10.8978385925292,17.2610435485839,13.7729997634887,20.1201648712158,26.5967922210693,28.9067764282226,146.305877685546,17.6386795043945,21.5760192871093,13.8604087829589,21.398639678955,23.0302181243896,31.7498397827148,26.0714988708496,33.7607040405273
H2AZ_HUMAN;H2AV_HUMAN,P0C0S5;Q71UI9,Histone H2A.Z;Histone H2A.V,46.9%;46.9%,0.0,33.1999435424804,15.958643913269,21.7970676422119,10.1810703277587,13.0394220352172,16.3232822418212,16.5409603118896,18.3875064849853,14.0304546356201,49.094871520996,106.393646240234,12.8849868774414,15.939507484436,18.7694683074951,21.9349536895751,22.2015495300292,49.0546760559082,44.2580337524414,32.0160408020019
H2B1J_HUMAN;H2B1O_HUMAN;H2B1B_HUMAN;H2B2E_HUMAN,P06899;P23527;P33778;Q16778,Histone H2B type 1-J;Histone H2B type 1-O;Histone H2B type 1-B;Histone H2B type 2-E,7.1%;7.1%;7.1%;7.1%,0.0,74.0906829833984,115.958839416503,131.137969970703,34.1677589416503,62.1448860168457,37.4165573120117,41.5689277648925,63.9238967895507,60.9860801696777,92.5442504882812,483.644012451171,70.5045700073242,53.95849609375,68.4368209838867,74.8629531860351,82.421028137207,78.7143249511718,99.6985549926757,110.891006469726
H2B1K_HUMAN;H2BFS_HUMAN;H2B1D_HUMAN;H2B1C_HUMAN;H2B2F_HUMAN;H2B1H_HUMAN;H2B1N_HUMAN;H2B1M_HUMAN;H2B1L_HUMAN,O60814;P57053;P58876;P62807;Q5QNW6;Q93079;Q99877;Q99879;Q99880,Histone H2B type 1-K;Histone H2B type F-S;Histone H2B type 1-D;Histone H2B type 1-C/E/F/G/I;Histone H2B type 2-F;Histone H2B type 1-H;Histone H2B type 1-N;Histone H2B type 1-M;Histone H2B type 1-L,40.5%;40.5%;40.5%;40.5%;40.5%;40.5%;40.5%;40.5%;40.5%,0.0,292.736419677734,321.895050048828,332.139282226562,120.344688415527,165.50032043457,207.718826293945,172.459350585937,209.134048461914,258.969757080078,339.953918457031,1105.24890136718,208.286026000976,185.542526245117,193.042648315429,256.252136230468,201.75796508789,268.231536865234,318.560455322265,297.145935058593
H31_HUMAN,P68431,Histone H3.1,0.235,0.0,34.2599639892578,15.1404600143432,17.1573448181152,5.19104146957397,6.14113521575927,5.68077182769775,20.206335067749,18.1631698608398,9.80977153778076,14.3268508911132,92.4574279785156,4.90024280548095,8.63840675354003,4.57991170883178,7.69740533828735,7.5701351165771396,15.9174470901489,10.7492914199829,15.143494606018
H32_HUMAN,Q71DI3,Histone H3.2,0.485,0.0,232.571914672851,281.52993774414,288.863616943359,116.167015075683,103.293426513671,98.6134796142578,112.120765686035,170.199829101562,195.972686767578,257.176330566406,1696.87023925781,138.247146606445,110.281272888183,100.374610900878,223.270538330078,164.76773071289,220.323577880859,278.179107666015,267.895965576171
H37_HUMAN,Q5TEC6,Histone H3-7,0.081,0.00398724082934609,10.8358078002929,4.53397512435913,4.9126501083374,3.00782203674316,5.50544881820678,3.64920997619628,,4.37359428405761,,7.33035612106323,65.1638412475586,1.71125376224517,,2.45237684249877,,,5.69151782989501,4.77256345748901,9.01683616638183
H4_HUMAN,P62805,Histone H4,0.583,0.0,910.679443359375,816.031066894531,830.250549316406,289.960632324218,236.102096557617,309.41226196289,359.202545166015,467.557983398437,576.057373046875,797.321228027343,5031.44970703125,360.098449707031,356.032928466796,287.068176269531,592.721984863281,508.811309814453,633.472473144531,746.584289550781,714.039489746093
H90B2_HUMAN,Q58FF8,Putative heat shock protein HSP 90-beta 2,0.039,0.0,8.44293975830078,8.35017681121826,17.2506656646728,46.5631942749023,16.4959316253662,23.8908939361572,11.3180084228515,16.6609764099121,6.73913240432739,12.0860004425048,17.5094108581542,12.3103189468383,13.3603858947753,14.0029525756835,10.7448015213012,9.64360523223877,20.8830432891845,17.1592063903808,23.780418395996
HACL2_HUMAN,A1L0T0,2-hydroxyacyl-CoA lyase 2,0,0.0,4.53164625167846,4.48900175094604,5.1974229812622,,1.88801634311676,,5.20889854431152,2.68679642677307,1.85888755321502,3.35115885734558,3.07583665847778,2.64541149139404,3.08500933647155,3.11160969734191,7.97860193252563,1.52681493759155,3.74022150039672,1.86300027370452,2.69314575195312
HBA_HUMAN,P69905,Hemoglobin subunit alpha,31.7%;31.7%,0.0,20.2035675048828,13.3441362380981,15.434998512268,12.5974578857421,13.0966987609863,16.5552806854248,14.2698373794555,13.1086168289184,13.6215381622314,16.7202758789062,18.745132446289,13.9146490097045,17.6231365203857,15.6226434707641,20.0803318023681,17.6346035003662,15.326786994934,11.3374729156494,24.2236652374267
HBD_HUMAN;HBB_HUMAN,P02042;P68871,Hemoglobin subunit delta;Hemoglobin subunit beta,12.9%;12.9%;12.9%,0.0,77.852424621582,64.7976303100586,51.3390922546386,46.7391166687011,55.9070205688476,68.99658203125,33.3768081665039,72.6971817016601,56.9664077758789,60.6943740844726,135.953125,58.6660423278808,62.0562896728515,59.9333152770996,55.3332214355468,57.5776100158691,55.3349456787109,66.7087936401367,63.2848892211914
HCD2_HUMAN,Q99714,3-hydroxyacyl-CoA dehydrogenase type-2,0.299,0.0,8.88771057128906,5.71688795089721,9.01423263549804,12.0054922103881,7.27060794830322,3.27413487434387,6.06119346618652,6.89960432052612,5.33387088775634,4.19422388076782,11.0386028289794,7.65183591842651,4.79515314102172,5.42034530639648,11.7364444732666,6.10693025588989,5.95033884048461,5.47143650054931,5.96634244918823
HCDH_HUMAN,Q16836,"Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial",0,0.0,,,,,,4.1925892829895,2.88129663467407,1.90958559513092,,1.52387404441833,10.9615011215209,,,,,,,4.31650018692016,
HCFC1_HUMAN,P51610,Host cell factor 1,0.014,0.0,5.3068790435791,4.31699323654174,3.78416848182678,3.52858972549438,3.98335266113281,6.01594543457031,2.34867763519287,1.53851747512817,2.14617347717285,5.38122653961181,5.13483476638793,1.46210348606109,2.08550262451171,2.51236820220947,,3.00085592269897,4.53201055526733,1.13483810424804,2.6627459526062
HDAC2_HUMAN,Q92769,Histone deacetylase 2,0.141,0.0,10.7555074691772,8.7946491241455,11.6406469345092,18.0992240905761,12.5667333602905,24.6841812133789,9.31674766540527,14.9581031799316,7.92242050170898,16.0556411743164,12.7107095718383,8.1566801071167,10.3884716033935,15.6422815322875,,7.64744138717651,9.39752197265625,12.5569295883178,10.5720052719116
HEAT3_HUMAN,Q7Z4Q2,HEAT repeat-containing protein 3,0.019,0.0,,,2.81460905075073,8.94777011871337,7.56242036819458,3.28173327445983,2.87966036796569,9.04508304595947,,6.17671871185302,4.56858158111572,3.59156918525695,,5.1520619392395,1.69468283653259,2.10379195213317,4.67200136184692,1.1153564453125,5.15133810043335
HEMO_HUMAN,P02790,Hemopexin,0.139,0.0,27.7224769592285,27.5348167419433,31.4155883789062,30.7895984649658,15.0028381347656,21.2779560089111,20.7090167999267,32.3433303833007,28.6242275238037,47.0233116149902,32.1058959960937,27.904483795166,22.0379829406738,32.0644645690918,34.8909568786621,36.2607688903808,42.1577949523925,39.4330711364746,41.3867263793945
HEXB_HUMAN,P07686,Beta-hexosaminidase subunit beta,0.018,0.00325732899022801,,,1.02695596218109,1.83347797393798,,,1.37662768363952,,12.1508274078369,,,,,3.0899178981781,,,,,
HINT2_HUMAN,Q9BX68,Adenosine 5'-monophosphoramidase HINT2,0.123,0.0,,,7.63286781311035,6.90116357803344,,,4.43746948242187,6.84106922149658,,,12.3287162780761,,,3.6793508529663,,3.85652041435241,7.7512502670288,6.81891155242919,4.48956775665283
HMBX1_HUMAN,Q6NT76,Homeobox-containing protein 1,0,0.0,17.9167518615722,8.97565937042236,6.08467197418212,,,,7.7049560546875,,6.75663185119628,,4.93948984146118,13.8085298538208,11.5710334777832,10.6289510726928,,11.2487287521362,13.1842727661132,10.3876981735229,8.71138381958007
HMGB1_HUMAN,P09429,High mobility group protein B1,0.265,0.0,19.1981697082519,16.8344421386718,15.3717947006225,12.2275104522705,14.4556245803833,8.34400844573974,23.2159214019775,9.1715030670166,15.3282022476196,7.33262872695922,8.90995979309082,9.39648056030273,15.0838823318481,24.6601772308349,10.579005241394,8.04333114624023,45.8295974731445,12.8145008087158,6.74494647979736
HMGB3_HUMAN,O15347,High mobility group protein B3,0.065,0.0,,,,5.23913431167602,,,,3.53243112564086,,3.90963983535766,,,,9.46728897094726,5.22912406921386,,16.624547958374,,
HNRDL_HUMAN,O14979,Heterogeneous nuclear ribonucleoprotein D-like,0.226,0.0,79.3626708984375,75.4598617553711,82.2606582641601,73.7436447143554,83.9710464477539,82.9127655029296,81.80029296875,87.9871444702148,89.740493774414,78.6097030639648,129.680862426757,83.9488525390625,79.1492843627929,92.6568450927734,85.7863006591796,92.9793548583984,72.7143020629882,81.3590240478515,89.9537200927734
HNRH1_HUMAN,P31943,Heterogeneous nuclear ribonucleoprotein H,0.31,0.0,124.419860839843,143.16600036621,124.181655883789,171.805786132812,151.320770263671,142.949264526367,116.580078125,178.246307373046,142.79783630371,160.94773864746,184.79783630371,137.40151977539,139.875564575195,193.243103027343,148.639709472656,169.05647277832,128.634155273437,147.483459472656,144.473937988281
HNRH2_HUMAN,P55795,Heterogeneous nuclear ribonucleoprotein H2,0.134,0.0,3.10870838165283,9.90961456298828,7.3855242729187,6.55020666122436,10.0431470870971,7.68986558914184,7.48535251617431,10.6012287139892,6.60260725021362,9.17320728302002,10.020393371582,10.7827472686767,8.17411613464355,10.7242984771728,10.6123676300048,11.0189990997314,10.1979646682739,7.86487102508544,7.95490026473999
HNRH3_HUMAN,P31942,Heterogeneous nuclear ribonucleoprotein H3,0.139,0.0,22.8946895599365,19.9025955200195,20.0320148468017,22.1873035430908,21.7741680145263,14.3144693374633,27.3357639312744,19.7451286315917,20.5204792022705,27.356086730957,34.2075119018554,21.3149108886718,19.8356838226318,22.9184169769287,17.6932220458984,21.9789276123046,25.1274337768554,22.3983612060546,27.7993030548095
HNRL1_HUMAN,Q9BUJ2,Heterogeneous nuclear ribonucleoprotein U-like protein 1,0.227,0.0,88.8834762573242,102.864509582519,99.0651626586914,128.63362121582,123.541915893554,110.351829528808,114.345352172851,138.41990661621,114.615089416503,120.974998474121,109.973846435546,99.9737319946289,90.6964035034179,128.087844848632,107.886070251464,98.6779022216796,84.7692489624023,89.7349090576171,103.374366760253
HNRL2_HUMAN,Q1KMD3,Heterogeneous nuclear ribonucleoprotein U-like protein 2,0.321,0.0,111.712882995605,122.361595153808,123.136001586914,123.14207458496,115.40763092041,107.392387390136,111.748435974121,163.426544189453,130.482711791992,121.299919128417,137.080780029296,123.350402832031,113.647598266601,113.299125671386,161.639068603515,135.473495483398,112.202072143554,121.405960083007,128.393295288085
HNRLL_HUMAN,Q8WVV9,Heterogeneous nuclear ribonucleoprotein L-like,0.089,0.0,9.96304512023925,10.2115697860717,12.1553735733032,14.6805171966552,13.929084777832,8.72429084777832,12.2641077041625,13.356647491455,12.9240770339965,14.6834650039672,14.3825483322143,9.46392726898193,7.81614065170288,15.0072956085205,9.29216003417968,10.5905513763427,13.8740100860595,8.6327199935913,6.18591785430908
HNRPC_HUMAN,P07910,Heterogeneous nuclear ribonucleoproteins C1/C2,0.199,0.0,87.6177673339843,90.2438049316406,80.7182540893554,52.7550621032714,55.9296150207519,49.2904663085937,51.2156295776367,66.6630554199218,70.2162475585937,68.1282958984375,324.167510986328,64.0933837890625,70.7072677612304,51.2483406066894,79.9620208740234,75.642463684082,71.8547058105468,74.8495330810546,79.2284317016601
HNRPD_HUMAN,Q14103,Heterogeneous nuclear ribonucleoprotein D0,0.163,0.0,50.8139495849609,68.4686203002929,58.2266235351562,70.0414962768554,58.3386878967285,38.9142723083496,54.0345497131347,67.8070449829101,45.6659202575683,64.7615814208984,90.464241027832,58.6471366882324,69.8587188720703,67.4872589111328,67.5868682861328,45.0058479309082,64.3748550415039,57.3107185363769,49.5196876525878
HNRPF_HUMAN,P52597,Heterogeneous nuclear ribonucleoprotein F,0.08,0.0,8.75376892089843,7.24560451507568,11.7291049957275,10.7207460403442,8.3993215560913,6.0855975151062,8.31013774871826,9.45095539093017,6.04433012008667,7.85035848617553,9.34694099426269,7.74474763870239,4.25596475601196,10.5735855102539,2.08496356010437,11.3937263488769,4.81850290298461,7.92824220657348,8.11137676239013
HNRPK_HUMAN,P61978,Heterogeneous nuclear ribonucleoprotein K,0.415,0.0,183.88133239746,181.659347534179,216.72395324707,249.510314941406,265.398132324218,216.607543945312,222.459014892578,282.526672363281,199.296997070312,259.883514404296,242.413543701171,216.197860717773,202.555435180664,257.821014404296,211.776489257812,216.389022827148,225.412216186523,205.300323486328,190.974975585937
HNRPL_HUMAN,P14866,Heterogeneous nuclear ribonucleoprotein L,0.284,0.0,64.7456817626953,63.7610435485839,63.8203430175781,59.0998153686523,61.13916015625,60.430606842041,55.6163749694824,62.5416717529296,60.1768074035644,82.7111053466796,94.2289810180664,50.9472427368164,69.1236953735351,71.3142318725586,69.8399963378906,74.6897811889648,55.7711219787597,62.0485458374023,55.4375991821289
HNRPM_HUMAN,P52272,Heterogeneous nuclear ribonucleoprotein M,0.447,0.0,123.08861541748,123.525390625,124.298179626464,134.246490478515,142.377395629882,131.436370849609,109.707862854003,147.078643798828,125.469215393066,119.693260192871,207.412536621093,127.250877380371,144.946594238281,170.30857849121,127.946998596191,146.048568725585,126.615509033203,121.092262268066,162.396331787109
