PG.Genes,Log2FC,Raw_P_Value,FDR_Adjusted_P,Significance_Tier,QC_Omar_DIA_20260211_Pool_01_R01_S1-B10_1_9120.PG.Quantity,QC_Omar_DIA_20260211_Pool_02_R10_S1-B11_1_9129.PG.Quantity,QC_Omar_DIA_20260211_Pool_03_R19_S1-B12_1_9138.PG.Quantity,alpha_Omar_DIA_20260211_A01_R16_S1-B2_1_9135.PG.Quantity,alpha_Omar_DIA_20260211_A02_R03_S1-A2_1_9122.PG.Quantity,alpha_Omar_DIA_20260211_A03_R06_S1-A5_1_9125.PG.Quantity,alpha_Omar_DIA_20260211_A04_R18_S1-B4_1_9137.PG.Quantity,alpha_Omar_DIA_20260211_A05_R17_S1-B3_1_9136.PG.Quantity,alpha_Omar_DIA_20260211_A06_R05_S1-A4_1_9124.PG.Quantity,alpha_Omar_DIA_20260211_A07_R13_S1-A11_1_9132.PG.Quantity,alpha_Omar_DIA_20260211_A08_R12_S1-A10_1_9131.PG.Quantity,beta_Omar_DIA_20260211_B01_R14_S1-A12_1_9133.PG.Quantity,beta_Omar_DIA_20260211_B02_R08_S1-A7_1_9127.PG.Quantity,beta_Omar_DIA_20260211_B03_R04_S1-A3_1_9123.PG.Quantity,beta_Omar_DIA_20260211_B05_R09_S1-A8_1_9128.PG.Quantity,beta_Omar_DIA_20260211_B06_R15_S1-B1_1_9134.PG.Quantity,beta_Omar_DIA_20260211_B07_R11_S1-A9_1_9130.PG.Quantity,beta_Omar_DIA_20260211_B08_R07_S1-A6_1_9126.PG.Quantity,beta_Omar_DIA_20260211_B09_R02_S1-A1_1_9121.PG.Quantity
EFTU_HUMAN,-0.10806537861528875,0.4248261998731263,0.8921350197335653,Not Significant,3.1586993562305996,2.277308364672366,2.905258418415864,2.335225256828418,2.2203019467739615,2.324004929218276,2.418110112356961,2.5752720490059153,2.467299095746986,2.7001616091957277,2.979205662763726,2.478964105125459,2.112817986449607,2.903785788270158,2.547183174939668,2.4165144415294315,2.9628141187883545,2.7039603622683397,2.7580637134412616
EIF1B_HUMAN;EIF1_HUMAN,0.17506466285332978,0.7854193264278789,0.9887017680373194,Not Significant,0.13750352374993502,0.13750352374993502,0.13750352374993502,0.13750352374993502,0.13750352374993502,0.13750352374993502,0.13750352374993502,3.029459563598121,0.13750352374993502,2.1420011519928646,2.1907582762197557,0.13750352374993502,0.13750352374993502,0.13750352374993502,0.13750352374993502,0.13750352374993502,3.204143432773295,2.6200547324608734,0.13750352374993502
EIF3A_HUMAN,0.031846175474574245,0.8064831955666907,0.9887017680373194,Not Significant,2.2626354726326787,3.3162448407903486,2.528963006724872,2.290331382295463,2.2623497494347578,2.420697149203233,2.490962700458062,2.66627894258312,2.9171550276389646,2.5271906502031656,2.430985188920341,2.655652237375343,2.244346624283941,2.8631281679502294,2.654351511668203,2.0739338535430636,2.4139897252958256,2.1439278663152663,2.7018514005086423
EIF3B_HUMAN,0.07699655317150489,0.7725842196479397,0.9881769768698235,Not Significant,1.807792566364014,3.6884739716336674,3.051542688653726,3.481479916598847,2.1387376698601637,2.968077030764571,3.9077314133025483,2.3337212624216885,2.9030845175498854,2.773625018561185,3.299425676905657,3.3767814461652326,2.0536371917529777,3.4154416524698306,2.7667573656516358,3.1768694342361097,2.553193922922889,2.897844786902614,2.9493842804912145
EIF3D_HUMAN,-0.8700690326120692,0.092433760392619,0.6155523212059338,Not Significant,0.13750352374993502,2.2293496528423598,2.0539029115651144,2.253453861109644,0.13750352374993502,0.13750352374993502,0.13750352374993502,2.5203040683151023,2.517200060877823,2.6145406837223537,2.765211753405882,2.917606904364135,2.397674794537202,2.598373851906327,2.884590767330259,2.2760127777481043,2.585324112807664,2.0653810159107397,2.318809034972732
EIF3E_HUMAN,-0.3148960333614459,0.6102185767456056,0.9613368910423953,Not Significant,0.13750352374993502,3.107420369305465,2.949993745194651,0.13750352374993502,2.3511672020246355,2.7765504290235494,0.13750352374993502,2.378946506898821,2.50083472271694,2.421163152814528,2.300519704272158,2.1782080165064936,2.598536977379706,2.9751651382444506,0.13750352374993502,3.2324372785194235,0.13750352374993502,2.8917114272820483,3.3722911467100776
EIF3F_HUMAN,0.013444300607790005,0.9347264420848451,0.9895248192582636,Not Significant,3.0381919047205046,2.9962437062124043,2.5978591893395766,2.517192534165481,3.2471581658833584,2.2356719799319555,2.5194458841178515,2.2233495870589506,2.3219392940141286,2.020003565159224,2.1828692066609703,2.5191635089639073,2.0053683678036873,2.5881731384381226,2.7670678982053607,2.55156986382964,2.289616483860602,2.1601798284158544,2.2789367226124253
EIF3K_HUMAN,-0.1500997119581835,0.7733888935716976,0.9881769768698235,Not Significant,0.13750352374993502,0.13750352374993502,2.5099301440282917,0.13750352374993502,2.5941162110920426,0.13750352374993502,2.5188896372371166,1.9990793354456222,0.13750352374993502,2.0435475760690394,1.625150736824332,0.13750352374993502,0.13750352374993502,1.8368578174417987,1.751815069728347,2.9281674033206255,1.7435787026397631,1.8672516086264697,1.9914141143265511
EIF3L_HUMAN,0.08530482740012113,0.8169505408927596,0.9887017680373194,Not Significant,0.13750352374993502,2.184887848093198,2.769878783288146,0.13750352374993502,2.093245479318213,2.176427250971896,2.984630357625236,3.06727942115905,2.480371826812346,2.003949789849667,1.7852770731483578,1.6331191787437762,2.262837026970102,2.141122973478493,1.879269185228424,2.078632589833294,2.86496984684346,1.4054156918258645,1.7808796105103226
EIF3M_HUMAN,0.30346323596222113,0.189343110401908,0.7315273879622677,Not Significant,0.13750352374993502,1.8786319224564922,2.9363568293754545,2.1503330215740095,3.2909848652120446,2.9127552117098365,2.070642194000318,2.205680229330118,2.728294603766324,2.2296356298754243,2.569521596464818,2.752543475522588,1.8534870273865327,2.828719998820553,2.1135776877270103,1.9247492873188334,1.8401276084163152,2.63368330026588,1.7832530787774143
EIFCL_HUMAN;EIF3C_HUMAN,-0.18569116742439995,0.550238401272575,0.9452072811842778,Not Significant,4.808680366708564,3.4475140872226646,3.91401062931775,4.0328788709578385,2.6093562399136223,2.9406228504489893,2.3440707653798647,3.0680116163519084,2.6965301356531564,3.2270701145764122,3.2859158019527968,3.418916893901816,1.9956003637865163,3.661291278481403,2.3733226682635076,4.025318443050297,3.5897284791373565,3.2675337981972348,3.358273809811655
ELAV1_HUMAN,0.1398718260134011,0.3297455300299283,0.8221583135427932,Not Significant,4.576564442047897,5.35461926933656,5.612966134254703,5.3551893172636005,5.357500322073831,5.0140550134063835,5.014048081967702,5.7005448167450705,5.33966874452541,5.279619921300796,5.894345936173533,5.327284136645277,5.0494325433961835,5.519947197946368,5.5616854584842415,5.114764208948115,4.815524517587937,5.261172796980188,5.18618668536081
ELAV2_HUMAN,0.08821594836344548,0.5760933470483603,0.9476823449905776,Not Significant,3.48108640062983,3.5596938970886303,3.6975833984913264,4.4287573963095515,3.9263717059841725,4.046414106828862,3.8819637643613683,3.8572057497036245,4.141901241777667,3.376496830601548,3.75888001517306,3.68941803431284,3.251453708355849,3.750780365650187,3.9997093558704564,3.768898406686541,3.834897088771359,4.2167284936891996,4.200377770495857
ELOA1_HUMAN,0.018177914177081256,0.945748350085958,0.9895248192582636,Not Significant,0.13750352374993502,3.1859094533218633,2.7792923604889763,3.152422189891632,3.477433384704933,1.668202701389825,2.430650737752791,3.4098476089343452,2.178791584259729,2.2181195098244912,2.6731211698125654,3.0397964276964298,2.6746265450547506,2.96085835204256,2.4917419452543697,1.9615268937567674,2.5416314596020686,2.93964567785252,2.453338271894193
ELOB_HUMAN,0.13971001097684965,0.32469056371100874,0.8221583135427932,Not Significant,4.068554763624368,5.03989195360976,5.1646909097925535,5.282689726847781,5.098839216313627,4.8043981822335535,4.421827753370591,5.27012993751888,5.184427104981424,5.487254165885423,5.311928549882204,4.861011157669441,5.005051764009372,5.225459356154378,4.988716607879905,5.05894726736894,4.750570819149764,5.118704395450255,4.735353181536638
ELOC_HUMAN,-0.08196522366873671,0.4976203232264954,0.9186875148216005,Not Significant,3.5219562688772252,3.7686527639224385,3.6074493647215062,3.9556388962960054,3.9849632271333415,3.453502028674441,3.2217315900423666,3.987690160195687,3.4805340618947533,3.704210105344331,3.99767353514869,3.9672501857024,3.8259222037478264,3.9490009673818247,3.896186336337917,3.7255714116631524,3.6479482031962704,3.7188386139199405,3.710947472130177
EMD_HUMAN,-0.34040393821050463,0.18120192182703856,0.7134195812365535,Not Significant,0.13750352374993502,3.064883782585947,2.650645402350008,2.5749843990463517,3.10942542962481,1.2846958988631325,2.563198956598892,2.143684619425196,2.0009367290164475,2.7175849771418603,3.113284474334651,2.9155470829069685,2.5731823526734905,2.8021532433910123,2.980848876446869,2.9308913352149446,3.0134697307616967,2.2216805552373877,2.793253813103006
ENOA_HUMAN,0.16279976076138514,0.23385710069380036,0.7856549666504086,Not Significant,4.332306200304656,4.325036924938227,4.339346414306853,4.632503352088896,4.497821561888243,4.524503193235148,4.790320951113217,4.391508905755956,4.548724236809543,3.944049349220207,4.083320190005246,3.9424038952811635,4.048333286574414,4.284792865219105,4.334042164720749,4.430738925807626,4.6963193037392985,4.2828367621051395,4.09088645057788
ENOB_HUMAN,0.05446952917121184,0.8716367621830466,0.9890381512365587,Not Significant,3.2239261151114036,4.066592527349748,2.7248648528372352,3.5855980164910126,2.8601029310474204,3.1530106505101685,3.7462286688712383,3.586803963782233,3.089699584462417,2.531890627343052,2.9420915296807992,3.008844729349207,3.759886284702869,2.3817012098006036,2.7059003324612934,3.5409663452308,3.2379955142725727,4.530060870611287,1.8943144523900166
ENPL_HUMAN,0.014979307346388637,0.951942509144983,0.9895248192582636,Not Significant,4.414376338296278,4.731525088699071,4.569071220839829,5.117348950868134,4.269192196675934,3.6734045843274115,5.006615846106591,4.511223592891953,4.088554414070666,3.9960218145125355,4.687481715330043,3.7811584735345116,4.508862032195264,4.842257941281679,3.941411440044269,4.220728913600369,5.008883252781074,4.04763585439318,4.879070748181818
ENY2_HUMAN,-0.5050530257983525,0.37198869544411195,0.8452518001190816,Not Significant,2.2293699340099127,0.13750352374993502,2.762768729827464,2.060798999208554,0.13750352374993502,1.8175492332605268,0.13750352374993502,2.4226444834687197,3.2010856342044107,2.901073808936366,2.6687909087971065,3.396935015395961,2.6698214480746008,2.913112828131116,2.347103433485456,2.438003710547822,2.371562425726566,0.13750352374993502,3.113331936650915
EPCR_HUMAN,0.6951899480664353,0.20295983710663684,0.7424887376259357,Not Significant,0.13750352374993502,0.13750352374993502,2.501506352135621,0.13750352374993502,0.13750352374993502,0.13750352374993502,0.13750352374993502,0.13750352374993502,3.9481634521898905,0.13750352374993502,1.888363179841462,0.13750352374993502,0.13750352374993502,0.13750352374993502,0.13750352374993502,0.13750352374993502,0.13750352374993502,0.13750352374993502,0.13750352374993502
EPN4_HUMAN,-1.2076095446433324,0.08188465314529138,0.5921054373212341,Not Significant,2.8307251462891774,3.369835593096741,3.530620841917256,3.3501352880169235,0.13750352374993502,0.13750352374993502,0.13750352374993502,2.5848621519216413,3.0403346426289772,3.454111353853271,3.401995191536453,3.5565310794151666,2.2612992350133956,2.498376972457038,2.2431127469360064,3.7820943532419125,3.5761935513376044,3.9019075231925764,4.085310094760031
ERH_HUMAN,-0.07778346694272642,0.6946641024793344,0.9768618351343581,Not Significant,7.2968074867695405,7.641113799212141,7.97794994780515,7.59215179782787,7.616261001428221,7.695607524131688,7.075369613801239,8.225575223137039,7.8961167465270705,8.241763160440613,8.346153139312799,8.392445306685667,7.724538995308194,7.960546782415635,7.970305847072264,8.200562271848879,7.275968592973214,7.721628671941577,8.065269473902923
ERLN2_HUMAN,-0.6275318138614048,0.31599119382129714,0.8221583135427932,Not Significant,0.13750352374993502,0.13750352374993502,0.13750352374993502,0.13750352374993502,0.13750352374993502,1.443316900486297,0.13750352374993502,2.088690478653374,1.9225895174065624,2.29990291551526,3.1930861091049865,2.641911282817193,2.4064707449529936,3.2097620318811604,0.13750352374993502,0.13750352374993502,3.1409099613476217,1.9527992981108966,2.7534906366977903
ERP44_HUMAN,-0.05226687535192509,0.9322414075358141,0.9895248192582636,Not Significant,0.13750352374993502,3.2886281294473627,2.176177975908479,3.9080797591318204,3.3605374123380747,2.6572131051763708,2.122777226226627,3.9712326010671157,0.13750352374993502,2.194034763723791,3.4121148419914036,2.44099662017939,0.13750352374993502,3.597181509925363,2.8534025472368336,2.9546496627902377,3.346230853705464,3.05240264330018,3.7992608753331325
ETFA_HUMAN,0.7282747808168292,0.13757425087573813,0.6578623915756627,Not Significant,0.13750352374993502,0.13750352374993502,1.2959170245602807,1.8025362063729387,2.2163205393407637,0.13750352374993502,1.4467280702292105,2.241988472586998,2.184423531456602,0.13750352374993502,2.1840074695285354,0.13750352374993502,0.13750352374993502,0.13750352374993502,2.1096371494812183,1.7977967282448457,0.13750352374993502,1.9298615940045463,0.13750352374993502
ETFB_HUMAN,-0.023717342026426946,0.9680057050950965,0.9895248192582636,Not Significant,0.13750352374993502,2.6051176098901263,0.13750352374993502,2.2759843518055733,0.13750352374993502,0.13750352374993502,1.2728680150867127,1.9967105312231854,0.13750352374993502,0.13750352374993502,3.0043273275348166,0.13750352374993502,0.13750352374993502,1.8943536879214562,2.1313712324383114,0.13750352374993502,2.999181817657008,0.13750352374993502,1.7147222238449258
EWS_HUMAN,-0.0678100690979786,0.7926498956201052,0.9887017680373194,Not Significant,4.713199379356417,5.198518974714937,5.417356491183134,5.062103103593996,4.961797552177384,5.978389624498208,5.541876154718574,5.175375869902802,4.761487282754124,5.5637796759247635,4.9351994650428335,5.754265478823377,5.8754927979964,6.026016420083722,4.4579028524037065,4.726235825348624,5.066065974552384,5.653870731405644,4.962639200782659
EXOS1_HUMAN,0.4996670140742907,0.14938657882806333,0.6777049673663361,Not Significant,0.13750352374993502,0.13750352374993502,1.8491618670761074,1.6689161317208228,2.6610165728430055,3.06353761338064,2.7783854826575523,2.3453623737973963,2.8604506699147616,2.4866149038808834,2.3269782016857437,1.9172811986340748,0.13750352374993502,2.485882485143879,2.4499381411588197,2.4677733677550773,1.903321303791142,2.5153433657408653,2.316882451312686
EXOS2_HUMAN,0.04161935785827797,0.8568941010637537,0.9890381512365587,Not Significant,2.419594681036626,2.9864659875438178,2.5474668447454243,2.821826189138416,3.3583512731704674,1.9921110096471577,2.850947778885117,2.871995325114703,3.0781587247178255,2.9933279051753137,3.1608382168445806,3.1934205327531195,2.9012212179709747,3.464260088291836,2.925782018226662,1.8197434026214498,2.635115113356497,3.1467091657185327,2.708350020888286
EXOS3_HUMAN,-0.21315363952794053,0.22478795013460148,0.7763233715523903,Not Significant,3.52094064782506,4.052942358342193,3.8941148026773824,3.945693574529678,3.9075701240793888,3.3001229238789027,3.442113596648642,3.601791009152753,3.6138517833499813,3.326807027889893,4.138625694371324,3.245688046570204,3.9753837969593437,4.131921196847522,3.4239817268834627,3.9830772265345105,4.075090767926908,3.84681058570239,4.299851502699745
EXOS4_HUMAN,0.31756456225465035,0.5102266241777793,0.9251511856445656,Not Significant,3.494279412507775,3.8896623718305254,3.2646219468475195,3.1179247988862073,3.3296693373422896,3.390650921611346,2.9589705738277825,3.8888676202888046,2.6233592533532426,3.546598052738431,4.292952287151314,3.31842475447271,0.13750352374993502,3.854980542020916,3.3655449713300776,3.4368124917583285,3.3420311431906424,3.4217558337215803,3.731423086918024
EXOS5_HUMAN,0.23557221812058193,0.04460167085012041,0.4839281287238064,Tier 3: Statistical Trend (Raw P),2.6091035056268073,3.4106515314103247,3.111587066407791,3.4010006482077504,3.178827319648076,3.191948223177563,3.1016912729628827,3.0334341620835943,3.2015258900910544,2.8309604501015597,3.190081398073117,2.7585727491627554,2.681889894765112,3.427381401407145,2.9195206083494565,2.838042606857619,3.0028731561243647,2.642182340832988,2.974428861881499
EXOS6_HUMAN,0.10691637965378131,0.6395700047064224,0.9670583591688167,Not Significant,3.207144156118038,3.3475546996359506,3.224824766147637,3.583811933411811,3.9712863673464254,3.7878359467072675,2.8260814447538185,2.8365024406880996,3.0520573059061062,3.7886065501592046,2.825252753691686,3.4159702035974817,3.0030783257948084,3.5616870975574453,2.894035339752604,3.6380507018613266,2.5432779145526787,3.192823049038285,3.567181073279537
EXOS7_HUMAN,-0.5841590252129008,0.24621549577820065,0.7934566023170119,Not Significant,0.13750352374993502,2.4412901086353647,3.802440490210187,3.6253630021846357,2.891392838138845,0.13750352374993502,3.29306135041719,3.8439407795668488,3.0006177415651405,4.346524131929943,3.389232866349092,3.2878880564228545,3.7354286856706636,3.744398314035306,3.781033260274942,4.066735205678559,2.976954867622802,3.6152087484185875,3.9932612974811224
EXOS8_HUMAN,-0.3838096018243622,0.3362215940793518,0.8221583135427932,Not Significant,2.517627686662476,2.6901913937218707,2.757303808517669,2.2439926524842297,2.109506329586429,2.5585341718838435,0.13750352374993502,2.069353882065056,2.1661417725924954,2.35882234652019,2.685882518508546,3.601885584141276,1.9409131705151983,3.1482272580778123,2.4657732899479257,2.8935590640792825,1.6529280962727155,2.1800137998224414,1.5169137491289684
EXOS9_HUMAN,-0.22434831907415287,0.0374145210356212,0.4510528369294333,Tier 3: Statistical Trend (Raw P),3.2318480454460756,3.580607508933768,3.610649380069335,2.8874278273330125,3.4980952628787816,3.2448422254025515,3.469008684961789,3.430900152168645,3.6343615323645606,3.527271311627311,3.433574007026594,3.7186393744106874,3.3616812722977927,3.545408247520548,3.730851777677728,3.708223691007669,3.560234790464132,3.5279436679251934,3.767284735052721
EXOSX_HUMAN,-0.10412057640553396,0.5013622691207249,0.9186875148216005,Not Significant,2.4432397921289013,3.032991209944648,3.1426927852579225,2.5163452541493636,2.8019168879202754,2.9067951780973704,2.550927991268635,3.3327558582296737,3.276239213806731,3.0199538428519483,3.0817352343547277,3.2587355210493794,2.9830234539387934,3.603379363959552,2.9045872307672274,2.808610496057504,2.6402151501039737,3.1804405436601177,2.940642312386452
EZRI_HUMAN;MOES_HUMAN;RADI_HUMAN,-0.30630040995197794,0.5565112887066411,0.9452072811842778,Not Significant,0.13750352374993502,3.4538174739216565,2.851769175719282,4.500691470398045,3.0024780842624006,2.032712597850693,3.473138689903111,3.704162250437652,3.5018614498609764,0.13750352374993502,2.923630902421241,2.605929105583851,3.369910931606256,4.156733115915624,2.575885449177939,3.097562263741561,3.122209679165922,3.315998706676019,3.4823529966327054
F120A_HUMAN,-0.02847675565094754,0.7853602810037629,0.9887017680373194,Not Significant,5.447665581887138,5.672452614389722,5.814908886831105,5.785128144067877,5.8359546032046525,5.4914900578604025,5.471449881882962,5.978406572929038,5.748103125496155,5.930076993768491,5.791312964802287,5.786301737990725,5.664111145210875,6.165542097376974,5.8499203838631955,5.924323678882461,5.685753408371817,5.794073570279061,5.389710367244337
F120C_HUMAN,0.25750871915898976,0.1304191289852269,0.652295107967259,Not Significant,2.364621498085469,3.396188589568726,3.6926826363065777,3.3758237402189923,3.257720231689114,4.341021124114258,3.394928378489119,3.832939979260763,3.508048132783312,3.29500950785451,3.843122284655578,3.051420888370235,3.1934935460438383,3.3290704462784353,3.569601236250074,3.3098481460167815,3.4179119605127046,3.8105487850405297,3.106648617281132
FA5_HUMAN,0.5387260288340796,0.24465484578430313,0.7934566023170119,Not Significant,2.4848511572667435,2.512833844579047,2.7447501561526817,1.2296085659952511,1.398121560475561,2.819264141613563,1.8759749355495172,1.4032740485759623,1.826016666724752,2.507797817257956,2.4200791688555365,2.385727876686976,2.7607386453569553,1.9571540479663787,0.13750352374993502,1.7212076676318466,0.13750352374993502,1.9329898654834985,0.13750352374993502
FA98A_HUMAN,-0.2975647388267464,0.10049772987252856,0.6190876349466183,Not Significant,1.558745153587976,3.875326891426153,3.5863580367860517,2.8708457699591783,3.3785779772618514,2.868920707162655,2.520829585991862,3.5725605909896423,3.205905874071945,3.592336365779582,3.2055937584068577,2.8288567289183537,3.484582310484897,3.3996939783009257,3.8187003199855134,3.4755335693175913,3.66162696323729,3.333297508711366,3.593797161281609
FA98B_HUMAN,-0.13554458093515453,0.33202551055429147,0.8221583135427932,Not Significant,4.172562347440079,4.0696859009878565,4.382211741098243,4.8542479093570075,4.405363315761351,4.4652253121378775,4.245250955588075,4.910977778391425,4.290900626671914,4.721211996393093,4.752308070038053,4.840600362056066,4.579148868737814,5.349844449414088,4.521961737226873,4.739897514309596,4.585473168331532,4.519494516012822,4.593421995731239
FABP5_HUMAN,0.39055753217489464,0.25762736391597374,0.798305610863445,Not Significant,3.9200053912346986,5.026699803946268,4.257597543054501,4.26586854656455,3.9476330275325533,5.432568859905837,6.12635361219927,4.134103845683495,5.532317154011085,4.285305851893397,4.065885447123347,4.62602848116718,4.407170762668157,4.6356913799647455,3.951047402581787,3.9354118913757445,4.426484677393946,4.843960707766255,3.8397807845965586
FARP1_HUMAN,-0.14284918973213578,0.10926709132971699,0.6248355696444043,Not Significant,4.361939045024458,4.686783287851688,4.665212638883267,4.66449565443555,4.671853701437705,4.638528092632316,4.4340649085161745,5.01506160260962,4.592285583073574,4.7689452779423265,4.699108730949249,5.072133258547889,4.575550302489773,4.923630053472851,4.854987702171445,5.002847243024155,4.736196490923967,4.663590700828135,4.7982013179953835
FBRL_HUMAN,-0.1516815526206461,0.3158140134113385,0.8221583135427932,Not Significant,4.90807631795564,5.768804703758942,5.619180487230261,5.2833663539127675,5.123527122919212,5.28344513634301,5.318817334326809,5.734976951763479,5.814864188236154,5.789283887585153,5.888003113870011,5.529348573575175,5.311740258060197,5.89238286421204,5.2695256014315435,5.8394291249272685,5.717955882093866,5.964746808967144,5.92460739665453
FBX11_HUMAN,-0.1297865458500489,0.8450536363828933,0.9890381512365587,Not Significant,10.537658686063114,11.208420909478937,11.542813191723448,8.919175498123668,10.350049592621046,10.367898025369945,14.2692484090147,9.200251281922775,11.073955000569626,10.801698583345669,9.538533052800448,11.321637758960263,10.979709461868564,10.137813630937304,10.394101816865275,10.099428290407126,11.287931991651533,11.682777951724287,9.655700908153909
FBX21_HUMAN,0.1842215938796805,0.705289364632636,0.977007225795428,Not Significant,0.13750352374993502,1.847910328309008,1.2766022967468407,0.13750352374993502,2.8607312350082506,2.3166272117025013,0.13750352374993502,1.729598257670819,2.88190991396347,2.7242854526978113,1.7143227165346249,1.581057628970325,2.3159173519679537,1.399450836753111,0.13750352374993502,1.3864611910462366,2.4130616836526997,1.6330378108463472,2.1622190570532953
FBX50_HUMAN,0.6480554470772084,0.40388630246397067,0.8749749847056403,Not Significant,0.13750352374993502,2.09713814341387,2.9011494611957174,0.13750352374993502,2.968203240650516,2.503519010690344,4.155210190479954,0.13750352374993502,2.7934130518019753,3.110156236447614,2.2214851475754824,0.13750352374993502,0.13750352374993502,3.3155965378285717,0.13750352374993502,0.13750352374993502,3.125883209114399,3.250031928110611,2.601024578474763
FBXW5_HUMAN,0.014054081466163382,0.9210117990856779,0.9895248192582636,Not Significant,3.2394893569914758,3.451897711247032,3.250452166987656,4.031812575378193,3.8964745132507534,3.6033731801790383,3.466928240077852,3.484838468299513,3.1007334142323604,3.6866268319812177,3.3134331197009375,4.061174796190622,3.4086754641790216,3.540442138049129,3.773839499688168,3.351349832358517,3.2903197292684174,3.4669714452065463,3.5790147864301343
FCHO2_HUMAN,-1.6647555270965642,0.011698720043041833,0.2873911980384994,Tier 2: Exploratory (Raw P + FC),1.7530920925132407,3.307466620589439,2.324034900681301,0.13750352374993502,0.13750352374993502,0.13750352374993502,1.9511071148778976,2.8366134227253226,2.839550784402898,0.13750352374993502,3.078712233650005,2.7826646403651134,3.502500013957779,2.701006302823088,2.3938922515722236,3.484495690789459,2.598609785502921,3.199923374135737,3.910949808282055
FILA2_HUMAN,-0.6243396895394584,0.15359711459929898,0.6848748055078332,Not Significant,6.287940109425669,6.576543539665511,7.441876832215282,6.04144538706529,6.230131341602075,6.003218722470532,7.6375538519045545,5.290028149188116,6.878120519917802,6.751729977921604,6.17853531202311,7.064065461114117,7.388134038944202,8.327889845455811,5.647998049364774,6.528918114330875,7.652428382063292,7.552104235493659,5.843942651642021
FILA_HUMAN,-0.6961487789071985,0.27448801187746835,0.8110876011904427,Not Significant,1.5417525861940842,2.7945889205512384,1.9116666940938631,0.13750352374993502,2.048644971231465,0.13750352374993502,3.4486485573494456,0.13750352374993502,2.596490765939918,0.13750352374993502,0.13750352374993502,2.2051428668520647,0.13750352374993502,2.1411108834149806,0.13750352374993502,2.221983584299936,2.64416423695968,2.6157512182767193,2.247332307224842
FIP1_HUMAN,-0.014802800450353981,0.9185395888380732,0.9895248192582636,Not Significant,2.5862082862290907,2.63153618131339,2.6127307923971226,2.5354368988957856,2.775862570105535,3.682349550726676,2.6950791801108767,2.7043324382321834,2.9467524753754453,3.1253534364878277,2.8780222459410223,3.032590018488742,3.0124095817149374,2.866120637823237,3.1426921498979445,3.0556268225531675,2.784997052591659,2.982823765731938,2.5843511706765563
FKBP6_HUMAN,0.32458244883882426,0.7983082060821524,0.9887017680373194,Not Significant,4.447171339728245,0.13750352374993502,0.13750352374993502,4.497311461536698,5.482399784563249,0.13750352374993502,0.13750352374993502,5.320609209165423,5.013866851596419,0.13750352374993502,0.13750352374993502,0.13750352374993502,4.531088037642043,0.13750352374993502,0.13750352374993502,3.786212766328466,0.13750352374993502,4.934110739996658,4.4661161721840275
FLII_HUMAN,-0.8967570164843375,0.01255843708418254,0.29729245606555754,Tier 3: Statistical Trend (Raw P),4.235960898831086,4.50882714690111,4.295142970138062,2.9509251102170313,3.115088804413625,2.8142403742700846,3.6807051621603386,3.75989656063961,4.09398731153415,4.097696511354913,4.503332000675003,4.079370926183434,3.6312982431160266,3.9102113501537126,4.264491895729054,4.8348898634471595,5.389612023759415,4.852689451283181,5.227364213467467
FLNA_HUMAN,0.004729887826217194,0.9706981872572966,0.9895248192582636,Not Significant,4.2470364118287165,4.454087037804588,4.646902285928009,4.701562486854983,4.3852438957676805,4.083225908701975,4.776926572410076,4.809932364054275,4.631508391448056,4.526091381064959,4.721073143654508,4.317760099790458,4.275642531453484,4.672779184092879,4.2273115353306965,4.805143216594213,4.873406572434507,4.632491434807837,4.793190466842699
FLOT1_HUMAN,-0.15998233842752096,0.3420893411941426,0.8221583135427932,Not Significant,3.1178690670921805,2.5304240744679434,3.3300408450142944,2.6055830714474353,2.882034785579347,2.324563808925911,2.479321962773965,3.132745299958718,1.9866383433420176,2.8732465808090644,2.7485482961591687,2.487231000474591,2.6264705313273247,2.924619449376613,2.7244059131765654,3.1692931485534794,2.444543785000382,3.1780920120702483,2.757885016436591
FLOT2_HUMAN,-0.3097435823561936,0.12930543379153495,0.652295107967259,Not Significant,2.433076286637634,2.6974488561938053,1.9309381460569566,2.6935142841374313,1.6649884584851022,2.730414127031639,2.0833241101564486,2.8476721776478815,2.5144302434071766,3.2324502998648312,2.6597173426043543,2.60012479434767,2.8749467270792,3.145434203254217,3.053272099896892,2.7694457951745344,2.535857123693367,2.874469169334202,3.050909789404331
FMR1_HUMAN,-0.007475816240607003,0.9750681296641068,0.9895248192582636,Not Significant,2.012397181170261,3.0952959145610652,3.2954717893998455,3.457160781450793,3.0305562118755964,2.10916463582099,2.1936409859355646,3.239567225435203,3.0799840100106763,2.8020584569568494,3.695344013809251,3.0000562372307344,2.170434631614619,3.230762112512178,2.8322954915624394,3.0329318897076902,3.0401570902104535,3.2933393750769873,3.0673060233046785
FRG1_HUMAN,0.3526814282282289,0.24517538269471106,0.7934566023170119,Not Significant,2.2402006290695784,1.8557896604498536,2.8801180775507103,2.753392015952345,2.6930142660153775,2.007548527252521,2.4398252203274295,3.0491421305425996,2.426065347808567,2.5031479350041352,2.503582021748987,1.8795794170601243,2.0275116618523863,3.661852834642781,1.1876338191248348,2.001187692717946,1.8560268194035079,2.849244675641375,2.0912291183831746
